height_map envu: number_of_rows = 40, number_of_columns = 40
SERV_IP = 192.168 123
my_vehicle->iID = 868
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
P.y = 0.699259, Pt.y = 0.000000, Q.y = 0.699259, Qt.y = 0.000000, R.y = 0.699259, Rt.y = 0.000000, S.y = 0.699259, St.y = 0.000000
